Hour,net_consensus_kw,net_seed_std_kw,wind_kw
80,77.55140246433237,0.0,0.9948322090802736
81,13.739877888342004,0.0,0.648549234148002
82,19.087066934063763,0.0,0.9612580333257092
83,4.428024698452331,0.0,1.26907297157186
84,-1.5758495264114265,0.0,1.1360855999398067
85,1.8565476434186665,0.0,0.7166180067306035
86,1.4457695635060719,0.0,1.0817959051714618
87,10.899544855800187,0.0,1.0997147657565889
88,6.995065358427593,0.0,1.2109841911193406
89,3.5433781261571666,0.0,0.31614890078742214
90,11.937958904420062,0.0,0.27239794719771704
91,6.398695916545664,0.0,0.5596153504575456
92,119.5336836153905,0.0,0.8034726040112149
93,21.479044872043453,0.0,1.0118771139064473
94,61.92754248298446,0.0,1.5403629681026307
95,33.04901671917147,0.0,0.23958906536940985
96,20.489635884086447,0.0,0.00609721843552189
97,10.30960818445862,0.0,0.5968366892535188
98,10.423512569923048,0.0,0.1392569050113817
99,15.744214940432336,0.0,0.05469513066438616
100,13.624436452753152,0.0,0.648549234148002
101,7.60559862280007,0.0,0.7026948718754134
102,16.62958666772353,0.0,1.0817959051714618
103,22.693293182727484,0.0,1.5403629681026307
104,38.29768567018952,0.0,1.8448851323676283
105,26.39245029595763,0.0,1.5850014237655532
106,36.21504713304406,0.0,1.1178110393607847
107,5.426929126185684,0.0,0.9283655430631282
108,2.0069701574931016,0.0,0.9948322090802736
109,2.1430142070937954,0.0,0.7738836665174809
110,3.4601559194683698,0.0,0.7026948718754134
111,2.857482393490568,0.0,0.5237075671672803
112,8.54845209622943,0.0,1.0464869272353727
113,10.675192001492588,0.0,0.584282169116851
114,10.506313052469414,0.0,0.02687187512232525
115,-0.7720615421673944,0.0,0.0
116,108.50032073003483,0.0,0.0
117,32.73848057104193,0.0,0.0
118,60.527258690341625,0.0,0.2895277713918026
119,29.001501034508436,0.0,0.4448984609443069
120,21.354866524204155,0.0,0.15226515384623995
121,9.462709772304251,0.0,0.38271039100441406
122,9.781038909772036,0.0,0.09701323378728598
123,9.52998328418944,0.0,0.2012260490336564
124,12.237309658476784,0.0,0.6753144205845562
125,7.888967374644093,0.0,0.9447270144858002
126,10.672835724677238,0.0,1.920081596801673
127,10.70619026803299,0.0,2.324970005699298
128,51.61123587327258,0.0,2.1571390375728
129,6.598453205916064,0.0,1.8448851323676283
130,2.8927673189256677,0.0,1.5183391373176958
131,-0.24664586010018863,0.0,1.4534387456798883
132,0.4546574750928162,0.0,1.2109841911193406
133,-0.4382602411951495,0.0,1.064053583649642
134,1.9488734687052844,0.0,0.9447270144858002
135,1.4726762431387126,0.0,0.9283655430631282
136,4.774725465045341,0.0,1.411138995627927
137,1.1257819664087572,0.0,0.4448984609443069
138,6.249557208620651,0.0,0.03128549736433634
139,7.779006282183884,0.0,0.23958906536940985
140,18.407600749921414,0.0,0.5475013040233906
141,26.589362891273723,0.0,1.411138995627927
142,35.262414973701155,0.0,2.4709737830866256
143,26.959707304833458,0.0,3.6206325781762767
144,12.397349514508864,0.0,1.7957956200243523
145,11.340277144951417,0.0,1.1178110393607847
146,8.968866592504215,0.0,0.7885977313345242
147,12.599551498960562,0.0,0.0
148,15.85686061533183,0.0,0.2557540424056101
149,7.2887507620381005,0.0,0.2982770881539847
150,15.078569237387692,0.0,0.9447270144858002
151,20.115039339457496,0.0,2.324970005699298
152,25.94870906263558,0.0,5.357328330511114
153,10.647221758286989,0.0,4.699062813636826
154,-0.3381981618174239,0.0,5.357328330511114
155,0.6228173528379225,0.0,3.5450910468767383
156,0.9811935827355209,0.0,4.881423004937351
157,1.0022536722083806,0.0,3.217728631488648
158,1.5554604206012645,0.0,3.1826076997000285
159,1.2488587916150555,0.0,5.505769279191579
160,2.674054338118351,0.0,6.0729777825183255
161,5.611889944523191,0.0,9.414733779455757
162,4.153456126212483,0.0,10.0
163,10.479925954437029,0.0,10.0
164,11.956788508749682,0.0,10.0
165,25.3707385843125,0.0,10.0
166,30.596997105557403,0.0,10.0
167,31.944819757288283,0.0,10.0
168,10.264986260496634,0.0,9.846919759506429
169,15.13575002697928,0.0,5.163501839653113
170,14.5802595318485,0.0,3.397073821080073
171,13.578816726561655,0.0,2.6537153104166396
172,10.084745829109085,0.0,2.1845595451692756
173,7.560595982844237,0.0,2.1571390375728
174,18.893771994695026,0.0,2.1845595451692756
175,21.678910049553203,0.0,1.7237060683133905
176,43.83195156043253,0.0,2.324970005699298
177,21.0766894270477,0.0,2.1299370189160634
178,6.48686524028653,0.0,1.4534387456798883
179,4.4439376628186755,0.0,2.2964439440677444
180,1.988702086122803,0.0,1.894806650593428
181,0.3012293561680266,0.0,1.9971736712768873
182,-0.06278195273755882,0.0,2.1571390375728
183,5.845555201358683,0.0,2.240059523004479
184,3.5485144681182357,0.0,2.5309658935228523
185,9.437918598324156,0.0,1.0290950619728945
186,14.872383188339068,0.0,0.40290255617787474
187,8.982085334421125,0.0,0.4448984609443069
188,86.365238106586,0.0,0.2982770881539847
189,38.34258700616311,0.0,0.08585340138261562
190,42.770810009178945,0.0,0.0
191,46.222593937109174,0.0,0.06984559072373389
192,19.573707453630654,0.0,0.014151886028628645
193,15.648733758743369,0.0,0.9779594735386138
194,16.16955086715749,0.0,0.8490708087567621
195,11.42518269876295,0.0,0.4131987746334053
196,10.209144067123553,0.0,0.648549234148002
197,10.99357539703321,0.0,0.7306975796666463
198,18.634366127897465,0.0,0.880289673740946
199,22.533493420446867,0.0,1.308723761718432
200,47.61607929174701,0.0,1.1919877430834225
201,32.06056831193749,0.0,1.2109841911193406
202,18.84067110694214,0.0,1.064053583649642
203,1.6321300366582392,0.0,1.1360855999398067
204,-0.7930387354620037,0.0,1.1178110393607847
205,0.20844726984957895,0.0,1.0464869272353727
206,0.5431181547234002,0.0,1.0817959051714618
207,7.116774528726698,0.0,0.9948322090802736
208,6.302163779634888,0.0,1.0290950619728945
209,1.551887691475463,0.0,0.3071505066339381
210,21.114151861169674,0.0,0.0
211,-4.212355177819241,0.0,0.1657033889145036
212,122.22519622817164,0.0,0.880289673740946
213,27.05109793864633,0.0,1.9712642331876435
214,30.42801907016982,0.0,0.40290255617787474
215,67.51818066007334,0.0,1.26907297157186
216,-2.2180747280150643,0.0,0.8185091585033127
217,23.35420100229799,0.0,1.2495259314078004
218,16.181597157644344,0.0,1.0464869272353727
219,7.8529007537214826,0.0,0.12053546172094765
220,13.204096505650137,0.0,0.0
221,11.423618112185398,0.0,0.0
222,19.185449120050706,0.0,0.0
223,13.352911325453775,0.0,0.0
224,46.22030743025691,0.0,0.2982770881539847
225,35.04757543488637,0.0,0.31614890078742214
226,18.555012120384994,0.0,0.5718753475034459
227,3.00925545056917,0.0,0.584282169116851
228,0.794321439472214,0.0,0.6095397818692089
229,-0.6530762431006513,0.0,0.6095397818692089
230,-0.25359689381995,0.0,0.48908974257723165
231,5.845743215325974,0.0,0.47783304674261057
232,1.3699893326779171,0.0,0.7449344646393005
233,8.086341755359411,0.0,0.10857159001803947
234,9.155202959879286,0.0,0.0
235,-1.2689713199408388,0.0,0.12053546172094765
236,118.56696814019594,0.0,1.1545393214494148
237,22.392206742610988,0.0,2.4118940824627457
238,55.651094859736844,0.0,1.1360855999398067
239,38.55793072175627,0.0,3.3607031325561483
240,9.359180541432282,0.0,4.347752408201171
241,23.885583965963633,0.0,0.6353951803606919
242,14.802838152707123,0.0,0.0
243,13.025878312307853,0.0,0.045059477103331455
244,4.720670307751935,0.0,0.2895277713918026
245,14.720069369637617,0.0,0.0
246,14.436816202170235,0.0,0.0
247,8.364335273825063,0.0,0.06984559072373389
248,73.935830768241,0.0,1.0118771139064473
249,14.531507664605964,0.0,4.7442298668746234
250,14.826800153348637,0.0,7.259292758346491
251,2.2635266729585966,0.0,7.319276857521596
252,-2.4325183629815847,0.0,6.964205237817989
253,-0.6115697805700966,0.0,3.9734323498844812
254,0.406096103718792,0.0,1.920081596801673
255,3.382621600313808,0.0,2.4709737830866256
256,6.707679418271687,0.0,3.5077048217609086
257,3.647866672505975,0.0,6.677092563589941
258,12.132870871619453,0.0,8.79016959889896
259,1.0743143293753423,0.0,6.288324559984807
260,109.5035280288889,0.0,2.6849838452197905
261,9.48540719859619,0.0,0.864597652429633
262,67.6763277642259,0.0,0.08585340138261562
263,30.748271665770233,0.0,0.0
264,22.86473386881557,0.0,0.22389602444304485
265,12.331860248424285,0.0,1.0118771139064473
266,13.88614438837282,0.0,1.1919877430834225
267,15.01161401318716,0.0,1.1545393214494148
268,13.201889129372566,0.0,0.9779594735386138
269,7.314452063165989,0.0,0.9283655430631282
270,14.481918480923717,0.0,0.7885977313345242
271,21.574921628630186,0.0,0.5237075671672803
272,38.3832610394646,0.0,0.5475013040233906
273,16.293546797077735,0.0,0.880289673740946
274,6.14734568867252,0.0,0.9283655430631282
275,5.655736376350541,0.0,1.0118771139064473
276,1.3868344308088494,0.0,1.4748779000620837
277,-0.3740615415444746,0.0,1.5625834389333293
278,1.7957165477121488,0.0,1.4748779000620837
279,2.390609641830042,0.0,1.4534387456798883
280,7.700249168173424,0.0,1.5183391373176958
281,9.191265382108071,0.0,0.5004871452890444
282,6.539140065010264,0.0,0.0
283,1.2494960805510456,0.0,0.15893008612331663
284,102.17260324024747,0.0,0.45573827988190685
285,14.285002827326464,0.0,0.864597652429633
286,64.67497166685307,0.0,0.3071505066339381
287,27.425787255718845,0.0,0.8490708087567621
288,21.675669377464892,0.0,1.5625834389333293
289,9.588417127820076,0.0,0.7449344646393005
290,10.241017353383832,0.0,1.1360855999398067
291,9.607908988904853,0.0,0.5120261288338075
292,12.23847408020935,0.0,0.040378424399080515
293,8.107490552407487,0.0,0.0
294,10.639282606153671,0.0,0.0
295,10.469791063249213,0.0,0.0
296,50.376187017248625,0.0,0.0
297,8.736726444201281,0.0,0.014151886028628645
298,3.0209892269059875,0.0,0.38271039100441406
299,-0.26229302683159145,0.0,0.26401569185429563
300,0.5958972369832746,0.0,0.2982770881539847
301,-0.5235476438524814,0.0,0.4236295822758149
302,1.7331694682485403,0.0,0.5237075671672803
303,1.162259634014133,0.0,0.7306975796666463
304,4.664967398074393,0.0,1.1919877430834225
305,1.445422010406012,0.0,0.10274215944652283
306,6.209828116863537,0.0,0.10857159001803947
307,7.429520537343354,0.0,0.3927400529534638
308,17.965069135284875,0.0,0.7593295356043258
309,25.37120701064591,0.0,2.441320318526022
310,34.84145192487529,0.0,1.6304334312576065
311,26.837787043765893,0.0,1.5625834389333293
312,11.834816826588352,0.0,1.328829259612463
313,11.448318964952277,0.0,0.37281269637496645
314,9.041128296052495,0.0,0.40290255617787474
315,12.601476620482948,0.0,0.0
316,15.933430800054245,0.0,0.0
317,7.066398711827421,0.0,0.0
318,11.500645516617773,0.0,0.15226515384623995
319,22.981827325194203,0.0,0.3439026768466462
320,21.94917972237631,0.0,0.45573827988190685
321,11.400824599994205,0.0,0.43419585306086267
322,0.25029432420330533,0.0,0.216224295131653
323,3.6337152990409214,0.0,0.1657033889145036
324,1.4703106625104312,0.0,0.26401569185429563
325,0.7140760546664799,0.0,0.3630460951093618
326,1.3601352733138081,0.0,0.35340971325184134
327,1.257361446544029,0.0,0.3630460951093618
328,2.2451843012445742,0.0,0.5237075671672803
329,4.6803547591536105,0.0,0.15226515384623995
330,6.109618054323864,0.0,0.2895277713918026
331,8.697139171879817,0.0,0.35340971325184134
332,10.496514145741514,0.0,0.6618553562373705
333,32.509029950003985,0.0,1.7000846464010866
334,24.73011472479675,0.0,0.20866792798044326
335,31.713259019438176,0.0,0.3252731445701956
336,11.417805832017946,0.0,1.1731730778453662
337,13.464172125339811,0.0,0.5004871452890444
338,14.24154724299073,0.0,0.1392569050113817
339,12.69246491683146,0.0,0.0
340,10.228731837339033,0.0,0.0
341,6.923483667714875,0.0,0.0
342,17.922428575799245,0.0,0.0
343,25.506264546040704,0.0,0.0
344,53.0246797007496,0.0,0.05469513066438616
345,28.280966694599798,0.0,0.045059477103331455
346,10.528617135590553,0.0,0.2809016823916331
347,6.48567340310294,0.0,0.40290255617787474
348,3.316259153191625,0.0,0.3927400529534638
349,0.2678888965904014,0.0,0.3630460951093618
350,0.07768767720285763,0.0,0.06984559072373389
351,5.599480805952525,0.0,0.0
352,5.172970583974634,0.0,0.0
353,6.427338572710555,0.0,0.0
354,16.627071588889667,0.0,0.0
355,-1.5160010805929325,0.0,0.01830594341023037
356,92.76945061870569,0.0,0.35340971325184134
357,39.52503464534947,0.0,0.9121727451019348
358,44.72587777524392,0.0,0.06984559072373389
359,41.477688070637875,0.0,1.2495259314078004
360,19.033362309518417,0.0,1.6076177965550589
361,16.10065517345928,0.0,0.22389602444304485
362,14.898511393485885,0.0,0.6353951803606919
363,11.267950270913694,0.0,0.0
364,10.196803105940472,0.0,0.0
365,10.661516453757288,0.0,0.0
366,17.825386137432346,0.0,0.0
367,21.26005496463494,0.0,0.08585340138261562
368,42.98320257586838,0.0,0.0
369,28.07196266267507,0.0,0.0
370,23.29278242023244,0.0,0.0804207467256641
371,2.0238169421656096,0.0,0.20866792798044326
372,0.987354494303035,0.0,0.23168398987037747
373,0.6987216540911816,0.0,0.08585340138261562
374,0.4038269227245804,0.0,0.022545648456209544
375,4.924886332470653,0.0,0.2012260490336564
376,5.516262394873131,0.0,0.5237075671672803
377,1.0065260375162726,0.0,0.15893008612331663
378,21.52248119210278,0.0,0.0
379,0.3551598435640706,0.0,0.0
380,100.46298984177474,0.0,0.5968366892535188
381,25.213743405430513,0.0,1.6534492018289535
382,29.74705989502582,0.0,2.0232963545713174
383,69.98405375262871,0.0,4.789678333866802
384,-5.38264597818218,0.0,1.8448851323676283
385,23.54445271962225,0.0,0.4448984609443069
386,15.855051487492346,0.0,0.8185091585033127
387,8.328305386725877,0.0,0.0
388,13.602447636982811,0.0,0.0
389,12.711947162424309,0.0,0.0
390,19.474184677337714,0.0,0.010082602355645487
391,11.568781000576301,0.0,0.0
392,52.803101902133236,0.0,0.17258593617555987
393,78.12589494726964,0.0,0.20866792798044326
394,22.832409576704336,0.0,0.10857159001803947
395,10.844123280422203,0.0,0.03578738913800174
396,5.135468694366295,0.0,0.0
397,1.804887982476754,0.0,0.0
398,5.275309066679479,0.0,0.02687187512232525
399,11.994158809537547,0.0,0.06984559072373389
400,-0.2199633574220763,0.0,0.18668225993031592
401,15.393898444860351,0.0,0.31614890078742214
402,12.098845581675993,0.0,0.584282169116851
403,1.3711798660970604,0.0,1.0817959051714618
404,119.90358993950882,0.0,1.0290950619728945
405,18.893096192494635,0.0,0.9447270144858002
406,55.86244817403569,0.0,0.08585340138261562
407,38.51416736773962,0.0,0.8185091585033127
408,8.781531619918384,0.0,0.880289673740946
409,22.617862428874673,0.0,1.064053583649642
410,13.70743044117031,0.0,0.1938977843355337
411,10.892638323614658,0.0,0.2982770881539847
412,6.3572034319596025,0.0,0.0
413,12.919003601967127,0.0,0.010082602355645487
414,15.678783755243728,0.0,0.040378424399080515
415,7.353161957972933,0.0,0.022545648456209544
416,71.23400602329761,0.0,0.014151886028628645
417,59.654529655377274,0.0,0.0021948603124989055
418,32.74523360920777,0.0,0.5237075671672803
419,6.240877886915122,0.0,0.2895277713918026
420,-1.8229599030002461,0.0,0.15226515384623995
421,2.593521665991088,0.0,0.17957860186224422
422,-0.9430943698563424,0.0,0.010082602355645487
423,8.125367121175177,0.0,0.0
424,5.417159653185197,0.0,0.10857159001803947
425,3.7816811456776454,0.0,0.02687187512232525
426,11.377299557663823,0.0,0.2012260490336564
427,2.4354536114326493,0.0,0.37281269637496645
428,115.50532818729053,0.0,0.2012260490336564
429,18.668595449289054,0.0,0.8185091585033127
430,56.11362213711973,0.0,0.5968366892535188
431,33.41613437246157,0.0,0.9283655430631282
432,19.14144734581287,0.0,1.308723761718432
433,12.206743224628374,0.0,0.3630460951093618
434,14.31360548354433,0.0,0.2809016823916331
435,15.480322362162639,0.0,0.0
436,14.025302323189663,0.0,0.0
437,7.344920305769415,0.0,0.0
438,14.516082127807998,0.0,0.0
439,21.799965655447842,0.0,0.0
440,40.15041465244721,0.0,0.0021948603124989055
441,31.742174773937183,0.0,0.045059477103331455
442,23.531889339326725,0.0,0.5120261288338075
443,8.457824223047982,0.0,0.27239794719771704
444,2.776558420596749,0.0,0.01830594341023037
445,2.9707064862053474,0.0,0.07508510115795655
446,4.747894277723363,0.0,0.15893008612331663
447,2.4217071874056892,0.0,0.38271039100441406
448,9.130856233261472,0.0,0.4448984609443069
449,8.780625751239238,0.0,0.03128549736433634
450,6.823821188218412,0.0,0.15226515384623995
451,-2.105356529063074,0.0,1.1545393214494148
452,109.08719990872623,0.0,0.0
453,25.579225084859274,0.0,0.9612580333257092
454,59.81986175685029,0.0,3.147734097391191
455,28.90484259633434,0.0,4.347752408201171
456,21.03921189849808,0.0,2.2964439440677444
457,9.453151628724665,0.0,0.38271039100441406
458,9.817249034653827,0.0,0.17258593617555987
459,9.547532744828807,0.0,0.0
460,12.203660461860256,0.0,0.0
461,7.965643625702067,0.0,0.0
462,8.919483668847077,0.0,0.0
463,10.523030502337733,0.0,0.35340971325184134
464,55.89183827893169,0.0,0.05469513066438616
465,42.20668220915626,0.0,0.0
466,36.1422318725058,0.0,0.10274215944652283
467,34.370459087433304,0.0,0.0
468,23.61904875318045,0.0,0.14570771812751457
469,33.30149470388417,0.0,0.26401569185429563
470,11.741614482851183,0.0,1.7957956200243523
471,3.5949375075768293,0.0,1.5403629681026307
472,7.4668431527681385,0.0,1.894806650593428
473,6.813159144648533,0.0,0.7166180067306035
474,16.669279773972313,0.0,0.24761212489590118
475,16.509200901387928,0.0,0.7166180067306035
476,54.69542303770454,0.0,0.648549234148002
477,24.177922118974827,0.0,2.6849838452197905
478,34.584227868203186,0.0,2.353719800005143
479,26.563617751939297,0.0,3.7748164358081198
480,14.783419020712753,0.0,2.6849838452197905
481,11.156379810655444,0.0,1.5625834389333293
482,9.143995633922875,0.0,1.869741453767334
483,12.605457297466844,0.0,2.5309658935228523
484,15.94773583051606,0.0,2.71648660016634
485,7.286637728521066,0.0,2.977045439592207
486,14.28073835358629,0.0,1.1545393214494148
487,18.92612351941024,0.0,0.8490708087567621
488,38.24869950500503,0.0,0.24761212489590118
489,54.58712191184552,0.0,0.18668225993031592
490,9.952066198368119,0.0,0.3439026768466462
491,5.362384943587116,0.0,0.12667165076385717
492,1.8182440841486263,0.0,0.0
493,0.9402292873303328,0.0,0.0
494,1.4678997571468662,0.0,0.0
495,2.528913477274264,0.0,0.216224295131653
496,1.0700202501540557,0.0,0.15893008612331663
497,5.71956598953534,0.0,0.040378424399080515
498,7.988570617059615,0.0,0.17258593617555987
499,9.837414758586972,0.0,0.46671618382942176
500,17.904403733421894,0.0,0.47783304674261057
501,34.61318172245876,0.0,0.38271039100441406
502,25.205779330404187,0.0,0.8185091585033127
503,31.525595841076328,0.0,1.1731730778453662
504,11.85701171500229,0.0,1.0118771139064473
505,13.652818789638246,0.0,0.17258593617555987
506,14.647938463471156,0.0,0.5475013040233906
507,13.151873144645432,0.0,0.5004871452890444
508,10.622222898538169,0.0,0.23958906536940985
509,7.636689717841135,0.0,0.7306975796666463
510,16.641238100934242,0.0,1.8202368124385546
511,19.011529640265984,0.0,2.1571390375728
512,67.52164969473128,0.0,1.920081596801673
513,32.43745579852396,0.0,2.441320318526022
514,76.33539385113028,0.0,7.199632022802198
515,76.14873583611742,0.0,10.0
516,25.137460861048805,0.0,10.0
517,55.07018415513362,0.0,9.064272422039927
518,7.7188976615776586,0.0,9.920196725775225
519,16.506787721748612,0.0,10.0
520,7.070672838352117,0.0,10.0
521,26.946877386764896,0.0,10.0
522,-3.8445035721808756,0.0,4.654176300197655
523,86.7433999253809,0.0,3.3607031325561483
524,54.4579306729539,0.0,4.22054858446329
525,42.78061336853507,0.0,4.347752408201171
526,43.47175048637304,0.0,0.47783304674261057
527,35.86574136595709,0.0,0.14570771812751457
528,20.215906904607756,0.0,0.0
529,15.250025452393647,0.0,0.0
530,14.727200141160473,0.0,0.0
531,11.960126224406544,0.0,0.0
532,9.689798077935173,0.0,0.05469513066438616
533,10.724648001353419,0.0,0.4236295822758149
534,19.042552284643634,0.0,0.0
535,22.607919843662373,0.0,0.0
536,43.20300799727367,0.0,0.0
537,36.187567373123215,0.0,0.0
538,24.176933535018247,0.0,0.0
539,2.210004868984324,0.0,0.0
540,0.8757664392266751,0.0,0.040378424399080515
541,-0.2339096709810578,0.0,0.15226515384623995
542,0.7195251625412147,0.0,0.13291184054208213
543,5.419262320960922,0.0,0.43419585306086267
544,6.1946320324970605,0.0,0.4448984609443069
545,0.5972892343442844,0.0,0.24761212489590118
546,16.582689531908592,0.0,0.15226515384623995
547,10.804056706828199,0.0,0.48908974257723165
548,64.71465530940503,0.0,1.3491226579946691
549,39.74400286526257,0.0,2.076184952598767
550,26.278432860235654,0.0,2.9436374610911358
551,74.33985059054247,0.0,3.7748164358081198
552,-3.0542552857350773,0.0,1.7957956200243523
553,23.337861804855493,0.0,0.22389602444304485
554,15.630355397301008,0.0,0.0
555,7.61139780021125,0.0,0.0
556,13.666786706903956,0.0,0.00609721843552189
557,11.9992561068638,0.0,0.20866792798044326
558,19.20420651750154,0.0,0.2809016823916331
559,10.434099698243482,0.0,0.27239794719771704
560,54.72125330996846,0.0,0.5596153504575456
561,68.54939634505581,0.0,0.46671618382942176
562,21.78498925498466,0.0,0.48908974257723165
563,41.48859834132226,0.0,0.45573827988190685
564,10.089386871632476,0.0,1.0464869272353727
565,0.8158131038113787,0.0,1.1178110393607847
566,19.686999208878454,0.0,0.5475013040233906
567,13.93282251385951,0.0,0.0
568,4.057804733785593,0.0,0.0021948603124989055
569,14.128304627937199,0.0,0.08585340138261562
570,16.37847559154366,0.0,0.2982770881539847
571,24.631384628136033,0.0,0.17258593617555987
572,126.28694017137835,0.0,0.3630460951093618
573,24.68483429529097,0.0,0.8961477466464601
574,55.178967790536035,0.0,0.2809016823916331
575,37.59705319904306,0.0,0.6889273011453173
576,22.435251090386963,0.0,0.9447270144858002
577,14.554859728007854,0.0,0.17258593617555987
578,12.136026777629905,0.0,0.3439026768466462
579,12.445587143476995,0.0,0.22389602444304485
580,5.9624439583698114,0.0,0.0
581,15.962246681473953,0.0,0.0
582,12.842793158506765,0.0,0.0
583,10.43681485372462,0.0,0.0
584,68.8754193461288,0.0,0.0
585,75.44262667223923,0.0,0.0
586,34.849497028581865,0.0,0.216224295131653
587,9.885666378974733,0.0,0.0
588,-0.26835789931825405,0.0,0.022545648456209544
589,2.633677417332361,0.0,0.0
590,-0.3306123115645034,0.0,0.0
591,5.400701326443805,0.0,0.0
592,6.291967032102768,0.0,0.0
593,4.253959283027246,0.0,0.0
594,10.437459595672587,0.0,0.0
595,2.5177087091649124,0.0,0.0
596,104.19694187300887,0.0,0.12053546172094765
597,22.787241840722913,0.0,1.0290950619728945
598,57.39557628404985,0.0,1.8202368124385546
599,33.55178779032907,0.0,1.869741453767334
600,19.551732412436913,0.0,2.324970005699298
601,11.8530818047234,0.0,0.5718753475034459
602,10.031224273427163,0.0,0.5968366892535188
603,17.035742657492367,0.0,0.05469513066438616
604,12.532364836371757,0.0,0.0
605,7.7985139248575175,0.0,0.0
606,15.877443300930835,0.0,0.0
607,23.350005496183236,0.0,0.23958906536940985
608,34.26591421304116,0.0,0.40290255617787474
609,19.590418737702475,0.0,0.48908974257723165
610,9.31520229105385,0.0,0.5237075671672803
611,6.396635097552659,0.0,1.0290950619728945
612,-0.28577826773525583,0.0,1.4534387456798883
613,-0.942308520749505,0.0,1.2888052903568168
614,1.1966292430061816,0.0,1.2109841911193406
615,0.5931611309899475,0.0,0.864597652429633
616,7.135787918988671,0.0,0.9283655430631282
617,8.896807363686404,0.0,0.5718753475034459
618,7.28326640935035,0.0,0.31614890078742214
619,1.0811287797242484,0.0,0.13291184054208213
620,99.61889735925305,0.0,0.3630460951093618
621,9.58504980512712,0.0,0.31614890078742214
622,61.18718374839982,0.0,0.0
623,27.762719182511532,0.0,0.0
624,21.134174022977966,0.0,0.0
625,10.090672036769083,0.0,0.20866792798044326
626,9.536995922279402,0.0,0.2982770881539847
627,9.620714175226428,0.0,0.2557540424056101
628,12.127710317097328,0.0,0.5355323342452217
629,14.376821746184529,0.0,1.0464869272353727
